"title","Q_cfs_log_round","wq_orig"
"Phosphorus Alafia R at Lithia",-4.203,NA
"Phosphorus Alafia R at Lithia",-4.202,NA
"Phosphorus Alafia R at Lithia",-4.201,NA
"Phosphorus Alafia R at Lithia",-4.2,NA
"Phosphorus Alafia R at Lithia",-4.199,NA
"Phosphorus Alafia R at Lithia",-4.198,NA
"Phosphorus Alafia R at Lithia",-4.197,NA
"Phosphorus Alafia R at Lithia",-4.196,NA
"Phosphorus Alafia R at Lithia",-4.195,NA
"Phosphorus Alafia R at Lithia",-4.194,NA
"Phosphorus Alafia R at Lithia",-4.193,NA
"Phosphorus Alafia R at Lithia",-4.192,NA
"Phosphorus Alafia R at Lithia",-4.191,NA
"Phosphorus Alafia R at Lithia",-4.19,NA
"Phosphorus Alafia R at Lithia",-4.189,NA
"Phosphorus Alafia R at Lithia",-4.188,NA
"Phosphorus Alafia R at Lithia",-4.187,NA
"Phosphorus Alafia R at Lithia",-4.186,NA
"Phosphorus Alafia R at Lithia",-4.185,NA
"Phosphorus Alafia R at Lithia",-4.184,NA
"Phosphorus Alafia R at Lithia",-4.183,NA
"Phosphorus Alafia R at Lithia",-4.182,NA
"Phosphorus Alafia R at Lithia",-4.181,NA
"Phosphorus Alafia R at Lithia",-4.18,NA
"Phosphorus Alafia R at Lithia",-4.179,NA
"Phosphorus Alafia R at Lithia",-4.178,NA
"Phosphorus Alafia R at Lithia",-4.177,NA
"Phosphorus Alafia R at Lithia",-4.176,NA
"Phosphorus Alafia R at Lithia",-4.175,NA
"Phosphorus Alafia R at Lithia",-4.174,NA
"Phosphorus Alafia R at Lithia",-4.173,NA
"Phosphorus Alafia R at Lithia",-4.172,NA
"Phosphorus Alafia R at Lithia",-4.171,NA
"Phosphorus Alafia R at Lithia",-4.17,NA
"Phosphorus Alafia R at Lithia",-4.169,NA
"Phosphorus Alafia R at Lithia",-4.168,NA
"Phosphorus Alafia R at Lithia",-4.167,NA
"Phosphorus Alafia R at Lithia",-4.166,NA
"Phosphorus Alafia R at Lithia",-4.165,NA
"Phosphorus Alafia R at Lithia",-4.164,NA
"Phosphorus Alafia R at Lithia",-4.163,NA
"Phosphorus Alafia R at Lithia",-4.162,NA
"Phosphorus Alafia R at Lithia",-4.161,NA
"Phosphorus Alafia R at Lithia",-4.16,NA
"Phosphorus Alafia R at Lithia",-4.159,NA
"Phosphorus Alafia R at Lithia",-4.158,NA
"Phosphorus Alafia R at Lithia",-4.157,NA
"Phosphorus Alafia R at Lithia",-4.156,NA
"Phosphorus Alafia R at Lithia",-4.155,NA
"Phosphorus Alafia R at Lithia",-4.154,NA
"Phosphorus Alafia R at Lithia",-4.153,NA
"Phosphorus Alafia R at Lithia",-4.152,NA
"Phosphorus Alafia R at Lithia",-4.151,NA
"Phosphorus Alafia R at Lithia",-4.15,NA
"Phosphorus Alafia R at Lithia",-4.149,NA
"Phosphorus Alafia R at Lithia",-4.148,NA
"Phosphorus Alafia R at Lithia",-4.147,NA
"Phosphorus Alafia R at Lithia",-4.146,NA
"Phosphorus Alafia R at Lithia",-4.145,NA
"Phosphorus Alafia R at Lithia",-4.144,NA
"Phosphorus Alafia R at Lithia",-4.143,NA
"Phosphorus Alafia R at Lithia",-4.142,NA
"Phosphorus Alafia R at Lithia",-4.141,NA
"Phosphorus Alafia R at Lithia",-4.14,NA
"Phosphorus Alafia R at Lithia",-4.139,NA
"Phosphorus Alafia R at Lithia",-4.138,NA
"Phosphorus Alafia R at Lithia",-4.137,NA
"Phosphorus Alafia R at Lithia",-4.136,NA
"Phosphorus Alafia R at Lithia",-4.135,NA
"Phosphorus Alafia R at Lithia",-4.134,NA
"Phosphorus Alafia R at Lithia",-4.133,NA
"Phosphorus Alafia R at Lithia",-4.132,NA
"Phosphorus Alafia R at Lithia",-4.131,NA
"Phosphorus Alafia R at Lithia",-4.13,NA
"Phosphorus Alafia R at Lithia",-4.129,NA
"Phosphorus Alafia R at Lithia",-4.128,NA
"Phosphorus Alafia R at Lithia",-4.127,NA
"Phosphorus Alafia R at Lithia",-4.126,NA
"Phosphorus Alafia R at Lithia",-4.125,NA
"Phosphorus Alafia R at Lithia",-4.124,NA
"Phosphorus Alafia R at Lithia",-4.123,NA
"Phosphorus Alafia R at Lithia",-4.122,NA
"Phosphorus Alafia R at Lithia",-4.121,NA
"Phosphorus Alafia R at Lithia",-4.12,NA
"Phosphorus Alafia R at Lithia",-4.119,NA
"Phosphorus Alafia R at Lithia",-4.118,NA
"Phosphorus Alafia R at Lithia",-4.117,NA
"Phosphorus Alafia R at Lithia",-4.116,NA
"Phosphorus Alafia R at Lithia",-4.115,NA
"Phosphorus Alafia R at Lithia",-4.114,NA
"Phosphorus Alafia R at Lithia",-4.113,NA
"Phosphorus Alafia R at Lithia",-4.112,NA
"Phosphorus Alafia R at Lithia",-4.111,NA
"Phosphorus Alafia R at Lithia",-4.11,NA
"Phosphorus Alafia R at Lithia",-4.109,NA
"Phosphorus Alafia R at Lithia",-4.108,NA
"Phosphorus Alafia R at Lithia",-4.107,NA
"Phosphorus Alafia R at Lithia",-4.106,NA
"Phosphorus Alafia R at Lithia",-4.105,NA
"Phosphorus Alafia R at Lithia",-4.104,NA
"Phosphorus Alafia R at Lithia",-4.103,NA
"Phosphorus Alafia R at Lithia",-4.102,NA
"Phosphorus Alafia R at Lithia",-4.101,NA
"Phosphorus Alafia R at Lithia",-4.1,NA
"Phosphorus Alafia R at Lithia",-4.099,NA
"Phosphorus Alafia R at Lithia",-4.098,NA
"Phosphorus Alafia R at Lithia",-4.097,NA
"Phosphorus Alafia R at Lithia",-4.096,NA
"Phosphorus Alafia R at Lithia",-4.095,NA
"Phosphorus Alafia R at Lithia",-4.094,NA
"Phosphorus Alafia R at Lithia",-4.093,NA
"Phosphorus Alafia R at Lithia",-4.092,NA
"Phosphorus Alafia R at Lithia",-4.091,NA
"Phosphorus Alafia R at Lithia",-4.09,NA
"Phosphorus Alafia R at Lithia",-4.089,NA
"Phosphorus Alafia R at Lithia",-4.088,NA
"Phosphorus Alafia R at Lithia",-4.087,NA
"Phosphorus Alafia R at Lithia",-4.086,NA
"Phosphorus Alafia R at Lithia",-4.085,NA
"Phosphorus Alafia R at Lithia",-4.084,NA
"Phosphorus Alafia R at Lithia",-4.083,NA
"Phosphorus Alafia R at Lithia",-4.082,NA
"Phosphorus Alafia R at Lithia",-4.081,NA
"Phosphorus Alafia R at Lithia",-4.08,NA
"Phosphorus Alafia R at Lithia",-4.079,NA
"Phosphorus Alafia R at Lithia",-4.078,NA
"Phosphorus Alafia R at Lithia",-4.077,NA
"Phosphorus Alafia R at Lithia",-4.076,NA
"Phosphorus Alafia R at Lithia",-4.075,NA
"Phosphorus Alafia R at Lithia",-4.074,NA
"Phosphorus Alafia R at Lithia",-4.073,NA
"Phosphorus Alafia R at Lithia",-4.072,NA
"Phosphorus Alafia R at Lithia",-4.071,NA
"Phosphorus Alafia R at Lithia",-4.07,NA
"Phosphorus Alafia R at Lithia",-4.069,NA
"Phosphorus Alafia R at Lithia",-4.068,NA
"Phosphorus Alafia R at Lithia",-4.067,NA
"Phosphorus Alafia R at Lithia",-4.066,NA
"Phosphorus Alafia R at Lithia",-4.065,NA
"Phosphorus Alafia R at Lithia",-4.064,NA
"Phosphorus Alafia R at Lithia",-4.063,NA
"Phosphorus Alafia R at Lithia",-4.062,NA
"Phosphorus Alafia R at Lithia",-4.061,NA
"Phosphorus Alafia R at Lithia",-4.06,NA
"Phosphorus Alafia R at Lithia",-4.059,NA
"Phosphorus Alafia R at Lithia",-4.058,NA
"Phosphorus Alafia R at Lithia",-4.057,NA
"Phosphorus Alafia R at Lithia",-4.056,NA
"Phosphorus Alafia R at Lithia",-4.055,NA
"Phosphorus Alafia R at Lithia",-4.054,NA
"Phosphorus Alafia R at Lithia",-4.053,NA
"Phosphorus Alafia R at Lithia",-4.052,NA
"Phosphorus Alafia R at Lithia",-4.051,NA
"Phosphorus Alafia R at Lithia",-4.05,NA
"Phosphorus Alafia R at Lithia",-4.049,NA
"Phosphorus Alafia R at Lithia",-4.048,NA
"Phosphorus Alafia R at Lithia",-4.047,NA
"Phosphorus Alafia R at Lithia",-4.046,NA
"Phosphorus Alafia R at Lithia",-4.045,NA
"Phosphorus Alafia R at Lithia",-4.044,NA
"Phosphorus Alafia R at Lithia",-4.043,NA
"Phosphorus Alafia R at Lithia",-4.042,NA
"Phosphorus Alafia R at Lithia",-4.041,NA
"Phosphorus Alafia R at Lithia",-4.04,NA
"Phosphorus Alafia R at Lithia",-4.039,NA
"Phosphorus Alafia R at Lithia",-4.038,NA
"Phosphorus Alafia R at Lithia",-4.037,NA
"Phosphorus Alafia R at Lithia",-4.036,NA
"Phosphorus Alafia R at Lithia",-4.035,NA
"Phosphorus Alafia R at Lithia",-4.034,NA
"Phosphorus Alafia R at Lithia",-4.033,NA
"Phosphorus Alafia R at Lithia",-4.032,NA
"Phosphorus Alafia R at Lithia",-4.031,NA
"Phosphorus Alafia R at Lithia",-4.03,NA
"Phosphorus Alafia R at Lithia",-4.029,NA
"Phosphorus Alafia R at Lithia",-4.028,NA
"Phosphorus Alafia R at Lithia",-4.027,NA
"Phosphorus Alafia R at Lithia",-4.026,NA
"Phosphorus Alafia R at Lithia",-4.025,NA
"Phosphorus Alafia R at Lithia",-4.024,NA
"Phosphorus Alafia R at Lithia",-4.023,NA
"Phosphorus Alafia R at Lithia",-4.022,NA
"Phosphorus Alafia R at Lithia",-4.021,NA
"Phosphorus Alafia R at Lithia",-4.02,NA
"Phosphorus Alafia R at Lithia",-4.019,NA
"Phosphorus Alafia R at Lithia",-4.018,NA
"Phosphorus Alafia R at Lithia",-4.017,NA
"Phosphorus Alafia R at Lithia",-4.016,NA
"Phosphorus Alafia R at Lithia",-4.015,NA
"Phosphorus Alafia R at Lithia",-4.014,NA
"Phosphorus Alafia R at Lithia",-4.013,NA
"Phosphorus Alafia R at Lithia",-4.012,NA
"Phosphorus Alafia R at Lithia",-4.011,NA
"Phosphorus Alafia R at Lithia",-4.01,NA
"Phosphorus Alafia R at Lithia",-4.009,NA
"Phosphorus Alafia R at Lithia",-4.008,NA
"Phosphorus Alafia R at Lithia",-4.007,NA
"Phosphorus Alafia R at Lithia",-4.006,NA
"Phosphorus Alafia R at Lithia",-4.005,NA
"Phosphorus Alafia R at Lithia",-4.004,NA
"Phosphorus Alafia R at Lithia",-4.003,NA
"Phosphorus Alafia R at Lithia",-4.002,NA
"Phosphorus Alafia R at Lithia",-4.001,NA
"Phosphorus Alafia R at Lithia",-4,NA
"Phosphorus Alafia R at Lithia",-3.999,NA
"Phosphorus Alafia R at Lithia",-3.998,NA
"Phosphorus Alafia R at Lithia",-3.997,NA
"Phosphorus Alafia R at Lithia",-3.996,NA
"Phosphorus Alafia R at Lithia",-3.995,NA
"Phosphorus Alafia R at Lithia",-3.994,NA
"Phosphorus Alafia R at Lithia",-3.993,NA
"Phosphorus Alafia R at Lithia",-3.992,NA
"Phosphorus Alafia R at Lithia",-3.991,NA
"Phosphorus Alafia R at Lithia",-3.99,NA
"Phosphorus Alafia R at Lithia",-3.989,NA
"Phosphorus Alafia R at Lithia",-3.988,NA
"Phosphorus Alafia R at Lithia",-3.987,NA
"Phosphorus Alafia R at Lithia",-3.986,NA
"Phosphorus Alafia R at Lithia",-3.985,NA
"Phosphorus Alafia R at Lithia",-3.984,NA
"Phosphorus Alafia R at Lithia",-3.983,NA
"Phosphorus Alafia R at Lithia",-3.982,NA
"Phosphorus Alafia R at Lithia",-3.981,NA
"Phosphorus Alafia R at Lithia",-3.98,NA
"Phosphorus Alafia R at Lithia",-3.979,NA
"Phosphorus Alafia R at Lithia",-3.978,NA
"Phosphorus Alafia R at Lithia",-3.977,NA
"Phosphorus Alafia R at Lithia",-3.976,NA
"Phosphorus Alafia R at Lithia",-3.975,NA
"Phosphorus Alafia R at Lithia",-3.974,NA
"Phosphorus Alafia R at Lithia",-3.973,NA
"Phosphorus Alafia R at Lithia",-3.972,NA
"Phosphorus Alafia R at Lithia",-3.971,NA
"Phosphorus Alafia R at Lithia",-3.97,NA
"Phosphorus Alafia R at Lithia",-3.969,NA
"Phosphorus Alafia R at Lithia",-3.968,NA
"Phosphorus Alafia R at Lithia",-3.967,NA
"Phosphorus Alafia R at Lithia",-3.966,NA
"Phosphorus Alafia R at Lithia",-3.965,NA
"Phosphorus Alafia R at Lithia",-3.964,NA
"Phosphorus Alafia R at Lithia",-3.963,NA
"Phosphorus Alafia R at Lithia",-3.962,NA
"Phosphorus Alafia R at Lithia",-3.961,NA
"Phosphorus Alafia R at Lithia",-3.96,NA
"Phosphorus Alafia R at Lithia",-3.959,NA
"Phosphorus Alafia R at Lithia",-3.958,NA
"Phosphorus Alafia R at Lithia",-3.957,NA
"Phosphorus Alafia R at Lithia",-3.956,NA
"Phosphorus Alafia R at Lithia",-3.955,NA
"Phosphorus Alafia R at Lithia",-3.954,NA
"Phosphorus Alafia R at Lithia",-3.953,NA
"Phosphorus Alafia R at Lithia",-3.952,NA
"Phosphorus Alafia R at Lithia",-3.951,NA
"Phosphorus Alafia R at Lithia",-3.95,NA
"Phosphorus Alafia R at Lithia",-3.949,NA
"Phosphorus Alafia R at Lithia",-3.948,NA
"Phosphorus Alafia R at Lithia",-3.947,NA
"Phosphorus Alafia R at Lithia",-3.946,NA
"Phosphorus Alafia R at Lithia",-3.945,NA
"Phosphorus Alafia R at Lithia",-3.944,NA
"Phosphorus Alafia R at Lithia",-3.943,NA
"Phosphorus Alafia R at Lithia",-3.942,NA
"Phosphorus Alafia R at Lithia",-3.941,NA
"Phosphorus Alafia R at Lithia",-3.94,NA
"Phosphorus Alafia R at Lithia",-3.939,NA
"Phosphorus Alafia R at Lithia",-3.938,NA
"Phosphorus Alafia R at Lithia",-3.937,NA
"Phosphorus Alafia R at Lithia",-3.936,NA
"Phosphorus Alafia R at Lithia",-3.935,NA
"Phosphorus Alafia R at Lithia",-3.934,NA
"Phosphorus Alafia R at Lithia",-3.933,NA
"Phosphorus Alafia R at Lithia",-3.932,NA
"Phosphorus Alafia R at Lithia",-3.931,NA
"Phosphorus Alafia R at Lithia",-3.93,NA
"Phosphorus Alafia R at Lithia",-3.929,NA
"Phosphorus Alafia R at Lithia",-3.928,NA
"Phosphorus Alafia R at Lithia",-3.927,NA
"Phosphorus Alafia R at Lithia",-3.926,NA
"Phosphorus Alafia R at Lithia",-3.925,NA
"Phosphorus Alafia R at Lithia",-3.924,NA
"Phosphorus Alafia R at Lithia",-3.923,NA
"Phosphorus Alafia R at Lithia",-3.922,NA
"Phosphorus Alafia R at Lithia",-3.921,NA
"Phosphorus Alafia R at Lithia",-3.92,NA
"Phosphorus Alafia R at Lithia",-3.919,NA
"Phosphorus Alafia R at Lithia",-3.918,NA
"Phosphorus Alafia R at Lithia",-3.917,NA
"Phosphorus Alafia R at Lithia",-3.916,NA
"Phosphorus Alafia R at Lithia",-3.915,NA
"Phosphorus Alafia R at Lithia",-3.914,NA
"Phosphorus Alafia R at Lithia",-3.913,NA
"Phosphorus Alafia R at Lithia",-3.912,NA
"Phosphorus Alafia R at Lithia",-3.911,NA
"Phosphorus Alafia R at Lithia",-3.91,NA
"Phosphorus Alafia R at Lithia",-3.909,NA
"Phosphorus Alafia R at Lithia",-3.908,NA
"Phosphorus Alafia R at Lithia",-3.907,NA
"Phosphorus Alafia R at Lithia",-3.906,NA
"Phosphorus Alafia R at Lithia",-3.905,NA
"Phosphorus Alafia R at Lithia",-3.904,NA
"Phosphorus Alafia R at Lithia",-3.903,NA
"Phosphorus Alafia R at Lithia",-3.902,NA
"Phosphorus Alafia R at Lithia",-3.901,NA
"Phosphorus Alafia R at Lithia",-3.9,NA
"Phosphorus Alafia R at Lithia",-3.899,NA
"Phosphorus Alafia R at Lithia",-3.898,NA
"Phosphorus Alafia R at Lithia",-3.897,NA
"Phosphorus Alafia R at Lithia",-3.896,NA
"Phosphorus Alafia R at Lithia",-3.895,NA
"Phosphorus Alafia R at Lithia",-3.894,NA
"Phosphorus Alafia R at Lithia",-3.893,NA
"Phosphorus Alafia R at Lithia",-3.892,NA
"Phosphorus Alafia R at Lithia",-3.891,NA
"Phosphorus Alafia R at Lithia",-3.89,NA
"Phosphorus Alafia R at Lithia",-3.889,NA
"Phosphorus Alafia R at Lithia",-3.888,NA
"Phosphorus Alafia R at Lithia",-3.887,NA
"Phosphorus Alafia R at Lithia",-3.886,NA
"Phosphorus Alafia R at Lithia",-3.885,NA
"Phosphorus Alafia R at Lithia",-3.884,NA
"Phosphorus Alafia R at Lithia",-3.883,NA
"Phosphorus Alafia R at Lithia",-3.882,NA
"Phosphorus Alafia R at Lithia",-3.881,NA
"Phosphorus Alafia R at Lithia",-3.88,NA
"Phosphorus Alafia R at Lithia",-3.879,NA
"Phosphorus Alafia R at Lithia",-3.878,NA
"Phosphorus Alafia R at Lithia",-3.877,NA
"Phosphorus Alafia R at Lithia",-3.876,NA
"Phosphorus Alafia R at Lithia",-3.875,NA
"Phosphorus Alafia R at Lithia",-3.874,NA
"Phosphorus Alafia R at Lithia",-3.873,NA
"Phosphorus Alafia R at Lithia",-3.872,NA
"Phosphorus Alafia R at Lithia",-3.871,NA
"Phosphorus Alafia R at Lithia",-3.87,NA
"Phosphorus Alafia R at Lithia",-3.869,NA
"Phosphorus Alafia R at Lithia",-3.868,NA
"Phosphorus Alafia R at Lithia",-3.867,NA
"Phosphorus Alafia R at Lithia",-3.866,NA
"Phosphorus Alafia R at Lithia",-3.865,NA
"Phosphorus Alafia R at Lithia",-3.864,NA
"Phosphorus Alafia R at Lithia",-3.863,NA
"Phosphorus Alafia R at Lithia",-3.862,NA
"Phosphorus Alafia R at Lithia",-3.861,NA
"Phosphorus Alafia R at Lithia",-3.86,NA
"Phosphorus Alafia R at Lithia",-3.859,NA
"Phosphorus Alafia R at Lithia",-3.858,NA
"Phosphorus Alafia R at Lithia",-3.857,NA
"Phosphorus Alafia R at Lithia",-3.856,NA
"Phosphorus Alafia R at Lithia",-3.855,NA
"Phosphorus Alafia R at Lithia",-3.854,NA
"Phosphorus Alafia R at Lithia",-3.853,NA
"Phosphorus Alafia R at Lithia",-3.852,NA
"Phosphorus Alafia R at Lithia",-3.851,NA
"Phosphorus Alafia R at Lithia",-3.85,NA
"Phosphorus Alafia R at Lithia",-3.849,NA
"Phosphorus Alafia R at Lithia",-3.848,NA
"Phosphorus Alafia R at Lithia",-3.847,NA
"Phosphorus Alafia R at Lithia",-3.846,NA
"Phosphorus Alafia R at Lithia",-3.845,NA
"Phosphorus Alafia R at Lithia",-3.844,NA
"Phosphorus Alafia R at Lithia",-3.843,NA
"Phosphorus Alafia R at Lithia",-3.842,NA
"Phosphorus Alafia R at Lithia",-3.841,NA
"Phosphorus Alafia R at Lithia",-3.84,NA
"Phosphorus Alafia R at Lithia",-3.839,NA
"Phosphorus Alafia R at Lithia",-3.838,NA
"Phosphorus Alafia R at Lithia",-3.837,NA
"Phosphorus Alafia R at Lithia",-3.836,NA
"Phosphorus Alafia R at Lithia",-3.835,NA
"Phosphorus Alafia R at Lithia",-3.834,NA
"Phosphorus Alafia R at Lithia",-3.833,NA
"Phosphorus Alafia R at Lithia",-3.832,NA
"Phosphorus Alafia R at Lithia",-3.831,NA
"Phosphorus Alafia R at Lithia",-3.83,NA
"Phosphorus Alafia R at Lithia",-3.829,NA
"Phosphorus Alafia R at Lithia",-3.828,NA
"Phosphorus Alafia R at Lithia",-3.827,NA
"Phosphorus Alafia R at Lithia",-3.826,NA
"Phosphorus Alafia R at Lithia",-3.825,NA
"Phosphorus Alafia R at Lithia",-3.824,NA
"Phosphorus Alafia R at Lithia",-3.823,NA
"Phosphorus Alafia R at Lithia",-3.822,NA
"Phosphorus Alafia R at Lithia",-3.821,NA
"Phosphorus Alafia R at Lithia",-3.82,NA
"Phosphorus Alafia R at Lithia",-3.819,NA
"Phosphorus Alafia R at Lithia",-3.818,NA
"Phosphorus Alafia R at Lithia",-3.817,NA
"Phosphorus Alafia R at Lithia",-3.816,NA
"Phosphorus Alafia R at Lithia",-3.815,NA
"Phosphorus Alafia R at Lithia",-3.814,NA
"Phosphorus Alafia R at Lithia",-3.813,NA
"Phosphorus Alafia R at Lithia",-3.812,NA
"Phosphorus Alafia R at Lithia",-3.811,NA
"Phosphorus Alafia R at Lithia",-3.81,NA
"Phosphorus Alafia R at Lithia",-3.809,NA
"Phosphorus Alafia R at Lithia",-3.808,NA
"Phosphorus Alafia R at Lithia",-3.807,NA
"Phosphorus Alafia R at Lithia",-3.806,NA
"Phosphorus Alafia R at Lithia",-3.805,NA
"Phosphorus Alafia R at Lithia",-3.804,NA
"Phosphorus Alafia R at Lithia",-3.803,NA
"Phosphorus Alafia R at Lithia",-3.802,NA
"Phosphorus Alafia R at Lithia",-3.801,NA
"Phosphorus Alafia R at Lithia",-3.8,NA
"Phosphorus Alafia R at Lithia",-3.799,NA
"Phosphorus Alafia R at Lithia",-3.798,NA
"Phosphorus Alafia R at Lithia",-3.797,NA
"Phosphorus Alafia R at Lithia",-3.796,NA
"Phosphorus Alafia R at Lithia",-3.795,NA
"Phosphorus Alafia R at Lithia",-3.794,NA
"Phosphorus Alafia R at Lithia",-3.793,NA
"Phosphorus Alafia R at Lithia",-3.792,NA
"Phosphorus Alafia R at Lithia",-3.791,NA
"Phosphorus Alafia R at Lithia",-3.79,NA
"Phosphorus Alafia R at Lithia",-3.789,NA
"Phosphorus Alafia R at Lithia",-3.788,NA
"Phosphorus Alafia R at Lithia",-3.787,NA
"Phosphorus Alafia R at Lithia",-3.786,NA
"Phosphorus Alafia R at Lithia",-3.785,NA
"Phosphorus Alafia R at Lithia",-3.784,NA
"Phosphorus Alafia R at Lithia",-3.783,NA
"Phosphorus Alafia R at Lithia",-3.782,NA
"Phosphorus Alafia R at Lithia",-3.781,NA
"Phosphorus Alafia R at Lithia",-3.78,NA
"Phosphorus Alafia R at Lithia",-3.779,NA
"Phosphorus Alafia R at Lithia",-3.778,NA
"Phosphorus Alafia R at Lithia",-3.777,NA
"Phosphorus Alafia R at Lithia",-3.776,NA
"Phosphorus Alafia R at Lithia",-3.775,NA
"Phosphorus Alafia R at Lithia",-3.774,NA
"Phosphorus Alafia R at Lithia",-3.773,NA
"Phosphorus Alafia R at Lithia",-3.772,NA
"Phosphorus Alafia R at Lithia",-3.771,NA
"Phosphorus Alafia R at Lithia",-3.77,NA
"Phosphorus Alafia R at Lithia",-3.769,NA
"Phosphorus Alafia R at Lithia",-3.768,NA
"Phosphorus Alafia R at Lithia",-3.767,NA
"Phosphorus Alafia R at Lithia",-3.766,NA
"Phosphorus Alafia R at Lithia",-3.765,NA
"Phosphorus Alafia R at Lithia",-3.764,NA
"Phosphorus Alafia R at Lithia",-3.763,NA
"Phosphorus Alafia R at Lithia",-3.762,NA
"Phosphorus Alafia R at Lithia",-3.761,NA
"Phosphorus Alafia R at Lithia",-3.76,NA
"Phosphorus Alafia R at Lithia",-3.759,NA
"Phosphorus Alafia R at Lithia",-3.758,NA
"Phosphorus Alafia R at Lithia",-3.757,NA
"Phosphorus Alafia R at Lithia",-3.756,NA
"Phosphorus Alafia R at Lithia",-3.755,NA
"Phosphorus Alafia R at Lithia",-3.754,NA
"Phosphorus Alafia R at Lithia",-3.753,NA
"Phosphorus Alafia R at Lithia",-3.752,NA
"Phosphorus Alafia R at Lithia",-3.751,NA
"Phosphorus Alafia R at Lithia",-3.75,NA
"Phosphorus Alafia R at Lithia",-3.749,NA
"Phosphorus Alafia R at Lithia",-3.748,NA
"Phosphorus Alafia R at Lithia",-3.747,NA
"Phosphorus Alafia R at Lithia",-3.746,NA
"Phosphorus Alafia R at Lithia",-3.745,NA
"Phosphorus Alafia R at Lithia",-3.744,NA
"Phosphorus Alafia R at Lithia",-3.743,NA
"Phosphorus Alafia R at Lithia",-3.742,NA
"Phosphorus Alafia R at Lithia",-3.741,NA
"Phosphorus Alafia R at Lithia",-3.74,NA
"Phosphorus Alafia R at Lithia",-3.739,NA
"Phosphorus Alafia R at Lithia",-3.738,NA
"Phosphorus Alafia R at Lithia",-3.737,NA
"Phosphorus Alafia R at Lithia",-3.736,NA
"Phosphorus Alafia R at Lithia",-3.735,NA
"Phosphorus Alafia R at Lithia",-3.734,NA
"Phosphorus Alafia R at Lithia",-3.733,NA
"Phosphorus Alafia R at Lithia",-3.732,NA
"Phosphorus Alafia R at Lithia",-3.731,NA
"Phosphorus Alafia R at Lithia",-3.73,NA
"Phosphorus Alafia R at Lithia",-3.729,NA
"Phosphorus Alafia R at Lithia",-3.728,NA
"Phosphorus Alafia R at Lithia",-3.727,NA
"Phosphorus Alafia R at Lithia",-3.726,NA
"Phosphorus Alafia R at Lithia",-3.725,NA
"Phosphorus Alafia R at Lithia",-3.724,NA
"Phosphorus Alafia R at Lithia",-3.723,NA
"Phosphorus Alafia R at Lithia",-3.722,NA
"Phosphorus Alafia R at Lithia",-3.721,NA
"Phosphorus Alafia R at Lithia",-3.72,NA
"Phosphorus Alafia R at Lithia",-3.719,NA
"Phosphorus Alafia R at Lithia",-3.718,NA
"Phosphorus Alafia R at Lithia",-3.717,NA
"Phosphorus Alafia R at Lithia",-3.716,NA
"Phosphorus Alafia R at Lithia",-3.715,NA
"Phosphorus Alafia R at Lithia",-3.714,NA
"Phosphorus Alafia R at Lithia",-3.713,NA
"Phosphorus Alafia R at Lithia",-3.712,NA
"Phosphorus Alafia R at Lithia",-3.711,NA
"Phosphorus Alafia R at Lithia",-3.71,NA
"Phosphorus Alafia R at Lithia",-3.709,NA
"Phosphorus Alafia R at Lithia",-3.708,NA
"Phosphorus Alafia R at Lithia",-3.707,NA
"Phosphorus Alafia R at Lithia",-3.706,NA
"Phosphorus Alafia R at Lithia",-3.705,NA
"Phosphorus Alafia R at Lithia",-3.704,NA
"Phosphorus Alafia R at Lithia",-3.703,NA
"Phosphorus Alafia R at Lithia",-3.702,NA
"Phosphorus Alafia R at Lithia",-3.701,NA
"Phosphorus Alafia R at Lithia",-3.7,NA
"Phosphorus Alafia R at Lithia",-3.699,NA
"Phosphorus Alafia R at Lithia",-3.698,NA
"Phosphorus Alafia R at Lithia",-3.697,NA
"Phosphorus Alafia R at Lithia",-3.696,NA
"Phosphorus Alafia R at Lithia",-3.695,NA
"Phosphorus Alafia R at Lithia",-3.694,NA
"Phosphorus Alafia R at Lithia",-3.693,NA
"Phosphorus Alafia R at Lithia",-3.692,NA
"Phosphorus Alafia R at Lithia",-3.691,NA
"Phosphorus Alafia R at Lithia",-3.69,NA
"Phosphorus Alafia R at Lithia",-3.689,NA
"Phosphorus Alafia R at Lithia",-3.688,NA
"Phosphorus Alafia R at Lithia",-3.687,NA
"Phosphorus Alafia R at Lithia",-3.686,NA
"Phosphorus Alafia R at Lithia",-3.685,NA
"Phosphorus Alafia R at Lithia",-3.684,NA
"Phosphorus Alafia R at Lithia",-3.683,NA
"Phosphorus Alafia R at Lithia",-3.682,NA
"Phosphorus Alafia R at Lithia",-3.681,NA
"Phosphorus Alafia R at Lithia",-3.68,NA
"Phosphorus Alafia R at Lithia",-3.679,NA
"Phosphorus Alafia R at Lithia",-3.678,NA
"Phosphorus Alafia R at Lithia",-3.677,NA
"Phosphorus Alafia R at Lithia",-3.676,NA
"Phosphorus Alafia R at Lithia",-3.675,NA
"Phosphorus Alafia R at Lithia",-3.674,NA
"Phosphorus Alafia R at Lithia",-3.673,NA
"Phosphorus Alafia R at Lithia",-3.672,NA
"Phosphorus Alafia R at Lithia",-3.671,NA
"Phosphorus Alafia R at Lithia",-3.67,NA
"Phosphorus Alafia R at Lithia",-3.669,NA
"Phosphorus Alafia R at Lithia",-3.668,NA
"Phosphorus Alafia R at Lithia",-3.667,NA
