"date","Name","USGS","ANALYTE_GROUP2","remark","value"
2016-03-21,"Alafia R at Lithia",2301500,"Chlorophyll",NA,2.14
2016-03-21,"Alafia R at Lithia",2301500,"Color",NA,50.1
2016-03-21,"Alafia R at Lithia",2301500,"DO",NA,7.67
2016-03-21,"Alafia R at Lithia",2301500,"Fluoride",NA,1.17
2016-03-21,"Alafia R at Lithia",2301500,"Nitrogen",NA,1.71
2016-03-21,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.279
2016-03-21,"Alafia R at Lithia",2301500,"Salinity",NA,0.23
2016-03-21,"Alafia R at Lithia",2301500,"TOC",NA,13.1
2016-03-21,"Alafia R at Lithia",2301500,"Temperature",NA,19.71
2016-03-21,"Alafia R at Lithia",2301500,"Turbidity",NA,3.9
2016-03-21,"Alafia R at Lithia",2301500,"pH",NA,8.03
2016-04-05,"Alafia R at Lithia",2301500,"Alkalinity",NA,89
2016-04-05,"Alafia R at Lithia",2301500,"Chlorophyll",NA,3.9
2016-04-05,"Alafia R at Lithia",2301500,"Color",NA,110
2016-04-05,"Alafia R at Lithia",2301500,"DO",NA,8.5
2016-04-05,"Alafia R at Lithia",2301500,"Fluoride",NA,1.1
2016-04-05,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.2
2016-04-05,"Alafia R at Lithia",2301500,"TOC",NA,16
2016-04-05,"Alafia R at Lithia",2301500,"Temperature",NA,20.7
2016-04-05,"Alafia R at Lithia",2301500,"Turbidity",NA,4.9
2016-04-05,"Alafia R at Lithia",2301500,"pH",NA,7.4
2016-04-20,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,6.46
2016-04-20,"Hillsborough R at Morris Br",2303330,"Color",NA,23
2016-04-20,"Hillsborough R at Morris Br",2303330,"DO",NA,6.04
2016-04-20,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.23
2016-04-20,"Hillsborough R at Morris Br",2303330,"Nitrogen",NA,1.699
2016-04-20,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.191
2016-04-20,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.17
2016-04-20,"Hillsborough R at Morris Br",2303330,"TOC",NA,6.2
2016-04-20,"Hillsborough R at Morris Br",2303330,"Temperature",NA,21.63
2016-04-20,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,4.2
2016-04-20,"Hillsborough R at Morris Br",2303330,"pH",NA,7.73
2016-04-26,"Alafia R at Bell Shoals",2301500,"Chlorophyll","<",1.83333333333333
2016-04-26,"Alafia R at Bell Shoals",2301500,"Color",NA,18.9
2016-04-26,"Alafia R at Bell Shoals",2301500,"DO",NA,6.7025
2016-04-26,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,0.99
2016-04-26,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.811
2016-04-26,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,0.725
2016-04-26,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.25
2016-04-26,"Alafia R at Bell Shoals",2301500,"TOC",NA,6.6
2016-04-26,"Alafia R at Bell Shoals",2301500,"Temperature",NA,23.6475
2016-04-26,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,2.4
2016-04-26,"Alafia R at Bell Shoals",2301500,"pH",NA,7.6575
2016-04-26,"Alafia R at Lithia",2301500,"Chlorophyll","<",2
2016-04-26,"Alafia R at Lithia",2301500,"Color",NA,31.3
2016-04-26,"Alafia R at Lithia",2301500,"DO",NA,8.41
2016-04-26,"Alafia R at Lithia",2301500,"Fluoride",NA,1.51
2016-04-26,"Alafia R at Lithia",2301500,"Nitrogen",NA,1.167
2016-04-26,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.281
2016-04-26,"Alafia R at Lithia",2301500,"Salinity",NA,0.26
2016-04-26,"Alafia R at Lithia",2301500,"TOC",NA,11.2
2016-04-26,"Alafia R at Lithia",2301500,"Temperature",NA,23.44
2016-04-26,"Alafia R at Lithia",2301500,"Turbidity",NA,3.4
2016-04-26,"Alafia R at Lithia",2301500,"pH",NA,7.81
2016-05-02,"Alafia R at Lithia",2301500,"Alkalinity",NA,122
2016-05-02,"Alafia R at Lithia",2301500,"Chlorophyll",NA,1.1
2016-05-02,"Alafia R at Lithia",2301500,"Color",NA,51
2016-05-02,"Alafia R at Lithia",2301500,"DO",NA,9.7
2016-05-02,"Alafia R at Lithia",2301500,"Fluoride",NA,1.4
2016-05-02,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.3
2016-05-02,"Alafia R at Lithia",2301500,"TOC",NA,11
2016-05-02,"Alafia R at Lithia",2301500,"Temperature",NA,26.3
2016-05-02,"Alafia R at Lithia",2301500,"Turbidity",NA,1.4
2016-05-02,"Alafia R at Lithia",2301500,"pH",NA,7.9
2016-05-18,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,3.34
2016-05-18,"Hillsborough R at Morris Br",2303330,"Color",NA,10.2
2016-05-18,"Hillsborough R at Morris Br",2303330,"DO",NA,6.48
2016-05-18,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.19
2016-05-18,"Hillsborough R at Morris Br",2303330,"Nitrogen",NA,1.374
2016-05-18,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.111
2016-05-18,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.18
2016-05-18,"Hillsborough R at Morris Br",2303330,"TOC",NA,2.8
2016-05-18,"Hillsborough R at Morris Br",2303330,"Temperature",NA,24.54
2016-05-18,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,2.2
2016-05-18,"Hillsborough R at Morris Br",2303330,"pH",NA,7.86
2016-05-25,"Alafia R at Bell Shoals",2301500,"Chlorophyll","<",1.78
2016-05-25,"Alafia R at Bell Shoals",2301500,"Color",NA,40.4
2016-05-25,"Alafia R at Bell Shoals",2301500,"DO",NA,6.53
2016-05-25,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,0.85
2016-05-25,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,1.312
2016-05-25,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.2
2016-05-25,"Alafia R at Bell Shoals",2301500,"TOC",NA,10.1
2016-05-25,"Alafia R at Bell Shoals",2301500,"Temperature",NA,24.54
2016-05-25,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,3.9
2016-05-25,"Alafia R at Bell Shoals",2301500,"pH",NA,7.6275
2016-05-25,"Alafia R at Lithia",2301500,"Chlorophyll","<",1.34
2016-05-25,"Alafia R at Lithia",2301500,"Color",NA,49.9
2016-05-25,"Alafia R at Lithia",2301500,"DO",NA,7.48
2016-05-25,"Alafia R at Lithia",2301500,"Fluoride",NA,1.22
2016-05-25,"Alafia R at Lithia",2301500,"Phosphorus",NA,0.826
2016-05-25,"Alafia R at Lithia",2301500,"Salinity",NA,0.2
2016-05-25,"Alafia R at Lithia",2301500,"TOC",NA,13.4
2016-05-25,"Alafia R at Lithia",2301500,"Temperature",NA,24.87
2016-05-25,"Alafia R at Lithia",2301500,"Turbidity",NA,3.8
2016-05-25,"Alafia R at Lithia",2301500,"pH",NA,7.78
2016-06-09,"Alafia R at Lithia",2301500,"Alkalinity",NA,34
2016-06-09,"Alafia R at Lithia",2301500,"Chlorophyll",NA,8.4
2016-06-09,"Alafia R at Lithia",2301500,"Color",NA,180
2016-06-09,"Alafia R at Lithia",2301500,"DO",NA,6.2
2016-06-09,"Alafia R at Lithia",2301500,"Fluoride",NA,0.59
2016-06-09,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.2
2016-06-09,"Alafia R at Lithia",2301500,"TOC",NA,17
2016-06-09,"Alafia R at Lithia",2301500,"Temperature",NA,25.3
2016-06-09,"Alafia R at Lithia",2301500,"Turbidity",NA,19
2016-06-09,"Alafia R at Lithia",2301500,"pH",NA,6.6
2016-06-21,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,6.94
2016-06-21,"Hillsborough R at Morris Br",2303330,"Color",NA,96.3
2016-06-21,"Hillsborough R at Morris Br",2303330,"DO",NA,3.34
2016-06-21,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.26
2016-06-21,"Hillsborough R at Morris Br",2303330,"Nitrogen",NA,1.164
2016-06-21,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.364
2016-06-21,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.11
2016-06-21,"Hillsborough R at Morris Br",2303330,"TOC",NA,23
2016-06-21,"Hillsborough R at Morris Br",2303330,"Temperature",NA,23.8025
2016-06-21,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,6.8
2016-06-21,"Hillsborough R at Morris Br",2303330,"pH",NA,6.935
2016-06-27,"Alafia R at Bell Shoals",2301500,"Chlorophyll",NA,2.72
2016-06-27,"Alafia R at Bell Shoals",2301500,"Color",NA,56.8
2016-06-27,"Alafia R at Bell Shoals",2301500,"DO",NA,6.0975
2016-06-27,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.25
2016-06-27,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.359
2016-06-27,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,0.997
2016-06-27,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.2
2016-06-27,"Alafia R at Bell Shoals",2301500,"TOC",NA,14.2
2016-06-27,"Alafia R at Bell Shoals",2301500,"Temperature",NA,26.61
2016-06-27,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,10.2
2016-06-27,"Alafia R at Bell Shoals",2301500,"pH",NA,7.4425
2016-06-27,"Alafia R at Lithia",2301500,"Chlorophyll",NA,4.9
2016-06-27,"Alafia R at Lithia",2301500,"Color",NA,59.3
2016-06-27,"Alafia R at Lithia",2301500,"DO",NA,6.75
2016-06-27,"Alafia R at Lithia",2301500,"Fluoride",NA,1.49
2016-06-27,"Alafia R at Lithia",2301500,"Nitrogen",NA,1.632
2016-06-27,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.319
2016-06-27,"Alafia R at Lithia",2301500,"Salinity",NA,0.2
2016-06-27,"Alafia R at Lithia",2301500,"TOC",NA,14.8
2016-06-27,"Alafia R at Lithia",2301500,"Temperature",NA,26.9825
2016-06-27,"Alafia R at Lithia",2301500,"Turbidity",NA,12.2
2016-06-27,"Alafia R at Lithia",2301500,"pH",NA,7.4525
2016-07-07,"Alafia R at Lithia",2301500,"Alkalinity",NA,97
2016-07-07,"Alafia R at Lithia",2301500,"Chlorophyll",NA,1.6
2016-07-07,"Alafia R at Lithia",2301500,"Color",NA,110
2016-07-07,"Alafia R at Lithia",2301500,"DO",NA,6.3
2016-07-07,"Alafia R at Lithia",2301500,"Fluoride",NA,1.5
2016-07-07,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.5
2016-07-07,"Alafia R at Lithia",2301500,"TOC",NA,15
2016-07-07,"Alafia R at Lithia",2301500,"Temperature",NA,27.8
2016-07-07,"Alafia R at Lithia",2301500,"Turbidity",NA,5.3
2016-07-07,"Alafia R at Lithia",2301500,"pH",NA,7.2
2016-07-20,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,11.1
2016-07-20,"Hillsborough R at Morris Br",2303330,"Color",NA,55.3
2016-07-20,"Hillsborough R at Morris Br",2303330,"DO",NA,4.24
2016-07-20,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.27
2016-07-20,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.299
2016-07-20,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.14
2016-07-20,"Hillsborough R at Morris Br",2303330,"TOC",NA,13.1
2016-07-20,"Hillsborough R at Morris Br",2303330,"Temperature",NA,25.62
2016-07-20,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,4.2
2016-07-20,"Hillsborough R at Morris Br",2303330,"pH",NA,7.29
2016-07-26,"Alafia R at Bell Shoals",2301500,"Chlorophyll",NA,2.42
2016-07-26,"Alafia R at Bell Shoals",2301500,"Color",NA,60.6
2016-07-26,"Alafia R at Bell Shoals",2301500,"DO",NA,6.33
2016-07-26,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.18
2016-07-26,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.424
2016-07-26,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,1.063
2016-07-26,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.18
2016-07-26,"Alafia R at Bell Shoals",2301500,"TOC",NA,15.8
2016-07-26,"Alafia R at Bell Shoals",2301500,"Temperature",NA,26.19
2016-07-26,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,10.7
2016-07-26,"Alafia R at Bell Shoals",2301500,"pH",NA,7.555
2016-07-26,"Alafia R at Lithia",2301500,"Chlorophyll",NA,2.52
2016-07-26,"Alafia R at Lithia",2301500,"Color",NA,65.5
2016-07-26,"Alafia R at Lithia",2301500,"DO",NA,6.7075
2016-07-26,"Alafia R at Lithia",2301500,"Fluoride",NA,1.39
2016-07-26,"Alafia R at Lithia",2301500,"Nitrogen",NA,1.19
2016-07-26,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.153
2016-07-26,"Alafia R at Lithia",2301500,"Salinity",NA,0.18
2016-07-26,"Alafia R at Lithia",2301500,"TOC",NA,16.5
2016-07-26,"Alafia R at Lithia",2301500,"Temperature",NA,26.66
2016-07-26,"Alafia R at Lithia",2301500,"Turbidity",NA,10.2
2016-07-26,"Alafia R at Lithia",2301500,"pH",NA,7.5775
2016-08-01,"Alafia R at Lithia",2301500,"Alkalinity",NA,90
2016-08-01,"Alafia R at Lithia",2301500,"Chlorophyll",NA,2.8
2016-08-01,"Alafia R at Lithia",2301500,"Color",NA,97
2016-08-01,"Alafia R at Lithia",2301500,"DO",NA,7.2
2016-08-01,"Alafia R at Lithia",2301500,"Fluoride",NA,1.3
2016-08-01,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.3
2016-08-01,"Alafia R at Lithia",2301500,"TOC",NA,15
2016-08-01,"Alafia R at Lithia",2301500,"Temperature",NA,27.3
2016-08-01,"Alafia R at Lithia",2301500,"Turbidity",NA,8.1
2016-08-01,"Alafia R at Lithia",2301500,"pH",NA,7.2
2016-08-16,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,6.34
2016-08-16,"Hillsborough R at Morris Br",2303330,"Color",NA,106.6
2016-08-16,"Hillsborough R at Morris Br",2303330,"DO",NA,7.5125
2016-08-16,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.27
2016-08-16,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.478
2016-08-16,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.13
2016-08-16,"Hillsborough R at Morris Br",2303330,"TOC",NA,23.1
2016-08-16,"Hillsborough R at Morris Br",2303330,"Temperature",NA,11.4475
2016-08-16,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,6.3
2016-08-16,"Hillsborough R at Morris Br",2303330,"pH",NA,6.8275
2016-08-24,"Alafia R at Bell Shoals",2301500,"Chlorophyll",NA,2.22
2016-08-24,"Alafia R at Bell Shoals",2301500,"Color",NA,45.7
2016-08-24,"Alafia R at Bell Shoals",2301500,"DO",NA,6.0425
2016-08-24,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.31
2016-08-24,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.477
2016-08-24,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,1.213
2016-08-24,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.21
2016-08-24,"Alafia R at Bell Shoals",2301500,"TOC",NA,12.6
2016-08-24,"Alafia R at Bell Shoals",2301500,"Temperature",NA,27.4225
2016-08-24,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,6.9
2016-08-24,"Alafia R at Bell Shoals",2301500,"pH",NA,7.59
2016-08-24,"Alafia R at Lithia",2301500,"Chlorophyll","<",1.8
2016-08-24,"Alafia R at Lithia",2301500,"Color",NA,53
2016-08-24,"Alafia R at Lithia",2301500,"DO",NA,6.37
2016-08-24,"Alafia R at Lithia",2301500,"Fluoride",NA,1.58
2016-08-24,"Alafia R at Lithia",2301500,"Nitrogen",NA,0.999
2016-08-24,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.446
2016-08-24,"Alafia R at Lithia",2301500,"Salinity",NA,0.2
2016-08-24,"Alafia R at Lithia",2301500,"TOC",NA,15.7
2016-08-24,"Alafia R at Lithia",2301500,"Temperature",NA,28.01
2016-08-24,"Alafia R at Lithia",2301500,"Turbidity",NA,8.4
2016-08-24,"Alafia R at Lithia",2301500,"pH",NA,7.6
2016-09-06,"Alafia R at Lithia",2301500,"Alkalinity",NA,52
2016-09-06,"Alafia R at Lithia",2301500,"Chlorophyll",NA,5.5
2016-09-06,"Alafia R at Lithia",2301500,"Color",NA,170
2016-09-06,"Alafia R at Lithia",2301500,"DO",NA,5.3
2016-09-06,"Alafia R at Lithia",2301500,"Fluoride",NA,0.92
2016-09-06,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.4
2016-09-06,"Alafia R at Lithia",2301500,"TOC",NA,20
2016-09-06,"Alafia R at Lithia",2301500,"Temperature",NA,25.5
2016-09-06,"Alafia R at Lithia",2301500,"Turbidity",NA,6.5
2016-09-06,"Alafia R at Lithia",2301500,"pH",NA,6.7
2016-09-21,"Hillsborough R at Morris Br",2303330,"Chlorophyll","<",1.26
2016-09-21,"Hillsborough R at Morris Br",2303330,"Color",NA,85.4
2016-09-21,"Hillsborough R at Morris Br",2303330,"DO",NA,2.6725
2016-09-21,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.26
2016-09-21,"Hillsborough R at Morris Br",2303330,"Nitrogen",NA,0.93
2016-09-21,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.397
2016-09-21,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.1
2016-09-21,"Hillsborough R at Morris Br",2303330,"TOC",NA,19.4
2016-09-21,"Hillsborough R at Morris Br",2303330,"Temperature",NA,26.04
2016-09-21,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,6.2
2016-09-21,"Hillsborough R at Morris Br",2303330,"pH",NA,6.66
2016-09-26,"Alafia R at Bell Shoals",2301500,"Chlorophyll",NA,4.72
2016-09-26,"Alafia R at Bell Shoals",2301500,"Color",NA,60.4
2016-09-26,"Alafia R at Bell Shoals",2301500,"DO",NA,5.9225
2016-09-26,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.03
2016-09-26,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.129
2016-09-26,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,1.147
2016-09-26,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.14
2016-09-26,"Alafia R at Bell Shoals",2301500,"TOC",NA,14.4
2016-09-26,"Alafia R at Bell Shoals",2301500,"Temperature",NA,26.1825
2016-09-26,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,12.7
2016-09-26,"Alafia R at Bell Shoals",2301500,"pH",NA,7.1775
2016-09-26,"Alafia R at Lithia",2301500,"Chlorophyll",NA,6.26
2016-09-26,"Alafia R at Lithia",2301500,"Color",NA,62.1
2016-09-26,"Alafia R at Lithia",2301500,"DO",NA,6.09
2016-09-26,"Alafia R at Lithia",2301500,"Fluoride",NA,1.1
2016-09-26,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.274
2016-09-26,"Alafia R at Lithia",2301500,"Salinity",NA,0.13
2016-09-26,"Alafia R at Lithia",2301500,"TOC",NA,15.7
2016-09-26,"Alafia R at Lithia",2301500,"Temperature",NA,26.48
2016-09-26,"Alafia R at Lithia",2301500,"Turbidity",NA,10.2
2016-09-26,"Alafia R at Lithia",2301500,"pH",NA,7.17
2016-10-05,"Alafia R at Lithia",2301500,"Alkalinity",NA,62
2016-10-05,"Alafia R at Lithia",2301500,"Chlorophyll",NA,5.9
2016-10-05,"Alafia R at Lithia",2301500,"Color",NA,160
2016-10-05,"Alafia R at Lithia",2301500,"DO",NA,5.6
2016-10-05,"Alafia R at Lithia",2301500,"Fluoride",NA,0.92
2016-10-05,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.2
2016-10-05,"Alafia R at Lithia",2301500,"TOC",NA,18
2016-10-05,"Alafia R at Lithia",2301500,"Temperature",NA,29.5
2016-10-05,"Alafia R at Lithia",2301500,"Turbidity",NA,4.4
2016-10-05,"Alafia R at Lithia",2301500,"pH",NA,7.2
2016-10-18,"Hillsborough R at Morris Br",2303330,"Chlorophyll",NA,1.84
2016-10-18,"Hillsborough R at Morris Br",2303330,"Color",NA,96.3
2016-10-18,"Hillsborough R at Morris Br",2303330,"DO",NA,2.61
2016-10-18,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.24
2016-10-18,"Hillsborough R at Morris Br",2303330,"Nitrogen",NA,0.91
2016-10-18,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.337
2016-10-18,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.09
2016-10-18,"Hillsborough R at Morris Br",2303330,"TOC",NA,22.6
2016-10-18,"Hillsborough R at Morris Br",2303330,"Temperature",NA,23.445
2016-10-18,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,6.6
2016-10-18,"Hillsborough R at Morris Br",2303330,"pH",NA,6.9
2016-10-25,"Alafia R at Bell Shoals",2301500,"Chlorophyll","<",0.95
2016-10-25,"Alafia R at Bell Shoals",2301500,"Color",NA,29.1
2016-10-25,"Alafia R at Bell Shoals",2301500,"DO",NA,7.49666666666667
2016-10-25,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.22
2016-10-25,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,1.63
2016-10-25,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,0.995
2016-10-25,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.24
2016-10-25,"Alafia R at Bell Shoals",2301500,"TOC",NA,16
2016-10-25,"Alafia R at Bell Shoals",2301500,"Temperature",NA,20.5766666666667
2016-10-25,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,4.8
2016-10-25,"Alafia R at Bell Shoals",2301500,"pH",NA,7.65
2016-10-25,"Alafia R at Lithia",2301500,"Chlorophyll",NA,2.7
2016-10-25,"Alafia R at Lithia",2301500,"Color",NA,35.9
2016-10-25,"Alafia R at Lithia",2301500,"DO",NA,8.0325
2016-10-25,"Alafia R at Lithia",2301500,"Fluoride",NA,1.55
2016-10-25,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.281
2016-10-25,"Alafia R at Lithia",2301500,"Salinity",NA,0.23
2016-10-25,"Alafia R at Lithia",2301500,"TOC",NA,12
2016-10-25,"Alafia R at Lithia",2301500,"Temperature",NA,19.81
2016-10-25,"Alafia R at Lithia",2301500,"Turbidity",NA,6.3
2016-10-25,"Alafia R at Lithia",2301500,"pH",NA,7.6725
2016-11-01,"Alafia R at Lithia",2301500,"Alkalinity",NA,113
2016-11-01,"Alafia R at Lithia",2301500,"Chlorophyll",NA,1.5
2016-11-01,"Alafia R at Lithia",2301500,"Color",NA,58
2016-11-01,"Alafia R at Lithia",2301500,"DO",NA,8
2016-11-01,"Alafia R at Lithia",2301500,"Fluoride",NA,1.6
2016-11-01,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.4
2016-11-01,"Alafia R at Lithia",2301500,"TOC",NA,11
2016-11-01,"Alafia R at Lithia",2301500,"Temperature",NA,21.6
2016-11-01,"Alafia R at Lithia",2301500,"Turbidity",NA,2.9
2016-11-01,"Alafia R at Lithia",2301500,"pH",NA,7.5
2016-11-16,"Hillsborough R at Morris Br",2303330,"Chlorophyll","<",3.4
2016-11-16,"Hillsborough R at Morris Br",2303330,"Color",NA,16.3
2016-11-16,"Hillsborough R at Morris Br",2303330,"DO",NA,6.15
2016-11-16,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.22
2016-11-16,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.139
2016-11-16,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.19
2016-11-16,"Hillsborough R at Morris Br",2303330,"TOC",NA,4.6
2016-11-16,"Hillsborough R at Morris Br",2303330,"Temperature",NA,18.62
2016-11-16,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,2.8
2016-11-16,"Hillsborough R at Morris Br",2303330,"pH",NA,7.66
2016-11-21,"Alafia R at Bell Shoals",2301500,"Chlorophyll","<",2.55
2016-11-21,"Alafia R at Bell Shoals",2301500,"Color",NA,20.9
2016-11-21,"Alafia R at Bell Shoals",2301500,"DO",NA,7.96666666666667
2016-11-21,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.02
2016-11-21,"Alafia R at Bell Shoals",2301500,"Nitrogen",NA,2.103
2016-11-21,"Alafia R at Bell Shoals",2301500,"Phosphorus",NA,0.902
2016-11-21,"Alafia R at Bell Shoals",2301500,"Salinity",NA,0.26
2016-11-21,"Alafia R at Bell Shoals",2301500,"TOC",NA,7.1
2016-11-21,"Alafia R at Bell Shoals",2301500,"Temperature",NA,17.74
2016-11-21,"Alafia R at Bell Shoals",2301500,"Turbidity",NA,2.5
2016-11-21,"Alafia R at Bell Shoals",2301500,"pH",NA,7.67
2016-11-21,"Alafia R at Lithia",2301500,"Chlorophyll","<",2.55
2016-11-21,"Alafia R at Lithia",2301500,"Color",NA,38.4
2016-11-21,"Alafia R at Lithia",2301500,"DO",NA,9.51
2016-11-21,"Alafia R at Lithia",2301500,"Fluoride",NA,1.41
2016-11-21,"Alafia R at Lithia",2301500,"Nitrogen",NA,1.438
2016-11-21,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.382
2016-11-21,"Alafia R at Lithia",2301500,"Salinity",NA,0.28
2016-11-21,"Alafia R at Lithia",2301500,"TOC",NA,11
2016-11-21,"Alafia R at Lithia",2301500,"Temperature",NA,15.08
2016-11-21,"Alafia R at Lithia",2301500,"Turbidity",NA,2.9
2016-11-21,"Alafia R at Lithia",2301500,"pH",NA,8.34
2016-12-07,"Alafia R at Lithia",2301500,"Alkalinity",NA,117
2016-12-07,"Alafia R at Lithia",2301500,"Chlorophyll","<",0.55
2016-12-07,"Alafia R at Lithia",2301500,"Color",NA,46
2016-12-07,"Alafia R at Lithia",2301500,"DO",NA,8.6
2016-12-07,"Alafia R at Lithia",2301500,"Fluoride",NA,1.2
2016-12-07,"Alafia R at Lithia",2301500,"Phosphorus",NA,1.5
2016-12-07,"Alafia R at Lithia",2301500,"TOC",NA,9.5
2016-12-07,"Alafia R at Lithia",2301500,"Temperature",NA,21.3
2016-12-07,"Alafia R at Lithia",2301500,"Turbidity",NA,2.2
2016-12-07,"Alafia R at Lithia",2301500,"pH",NA,7.6
2016-12-20,"Hillsborough R at Morris Br",2303330,"Chlorophyll","<",2.55
2016-12-20,"Hillsborough R at Morris Br",2303330,"Color",NA,11.1
2016-12-20,"Hillsborough R at Morris Br",2303330,"DO",NA,5.97
2016-12-20,"Hillsborough R at Morris Br",2303330,"Fluoride",NA,0.19
2016-12-20,"Hillsborough R at Morris Br",2303330,"Phosphorus",NA,0.147
2016-12-20,"Hillsborough R at Morris Br",2303330,"Salinity",NA,0.19
2016-12-20,"Hillsborough R at Morris Br",2303330,"TOC",NA,3.3
2016-12-20,"Hillsborough R at Morris Br",2303330,"Temperature",NA,22.19
2016-12-20,"Hillsborough R at Morris Br",2303330,"Turbidity",NA,3.8
2016-12-20,"Hillsborough R at Morris Br",2303330,"pH",NA,7.86
2016-12-28,"Alafia R at Bell Shoals",2301500,"Chlorophyll","<",1.5
2016-12-28,"Alafia R at Bell Shoals",2301500,"Color",NA,17
2016-12-28,"Alafia R at Bell Shoals",2301500,"DO",NA,7.04666666666667
2016-12-28,"Alafia R at Bell Shoals",2301500,"Fluoride",NA,1.17
